,dataset_name,model_type,seed,performance,performance_type,n_labels,f1_upper,f1_lower,n_epoch,precision,recall,weighted_f1,accuracy,footnote,name,source,task
22,logicClimate,longformer,42,0.1560734313531539,f1_score,13.0,0.2094640098762457,0.0957217787039577,19.852941176470587,0.2505495725275945,0.1256408749621419,0.2107280567919042,0.196461824953445,,logicClimate,\citet{jin-etal-2022-logical},Deceptive technics
23,green_claims_3,longformer,42,0.63003663003663,f1_score,3.0,0.7487004985462433,0.4876135005973716,6.98876404494382,0.6616876310272536,0.626797385620915,0.7907861369399831,0.7948717948717948,,green_claims_3,\citet{vinicius_woloszyn_towards_2021},Claim characteristics
24,climate_specificity,longformer,42,0.7732985968280086,f1_score,2.0,0.8192445732537845,0.7235908686769783,6.991304347826088,0.8410884353741497,0.7586562667657133,0.7932855135061019,0.80625,,climate_specificity,\citet{bingler2023cheaptalkspecificitysentiment},Claim characteristics
25,climate_commitments_actions,longformer,42,0.7667507709559854,f1_score,2.0,0.8152447534375995,0.7121781652148077,6.0,0.7613751042078013,0.7738095238095238,0.7992325483599664,0.796875,,climate_commitments_actions,\citet{bingler2023cheaptalkspecificitysentiment},Claim characteristics
26,climate_tcfd_recommendations,longformer,42,0.6942384992586612,f1_score,5.0,0.7440776579676164,0.6402233462138947,6.0,0.7116394458683015,0.711208379486117,0.7489999876631783,0.745,,climate_tcfd_recommendations,\citet{bingler2023cheaptalkspecificitysentiment},Disclosure (TCFD) classification
27,climateFEVER_claim,longformer,42,0.3190795283361903,f1_score,4.0,0.3889601288972913,0.2473774059631563,10.0,0.385858037784245,0.3274567819148936,0.4196080039587828,0.4605263157894737,,climateFEVER_claim,\citet{diggelmann_climate-fever_2020},Stance classification
28,esgbert_e,longformer,42,0.9576644184794656,f1_score,2.0,0.9874967268918564,0.9239075789567596,4.995555555555556,0.9556746532156368,0.9597328244274808,0.963432019152612,0.9633507853403142,,esgbert_e,\citet{schimanski_bridging_2023},ESG topic classification
29,esgbert_g,longformer,42,0.7818783068783068,f1_score,2.0,0.8445904074853423,0.7165400690052581,7.0,0.7734665129978231,0.7928150281091457,0.827732776959581,0.8247422680412371,,esgbert_g,\citet{schimanski_bridging_2023},ESG topic classification
30,esgbert_category_water,longformer,42,0.9534070152626856,f1_score,2.0,0.9857182701629296,0.9169986261692332,8.0,0.9567739520958084,0.9501475288910746,0.967322921098994,0.9674418604651164,,esgbert_category_water,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
31,esgbert_category_biodiversity,longformer,42,0.9129019129019128,f1_score,2.0,0.9568113584875966,0.8564721663313213,9.959514170040483,0.89376850415903,0.9358614232209738,0.949900912517735,0.9485981308411215,,esgbert_category_biodiversity,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
32,gw_stance_detection,longformer,42,0.6934017952513915,f1_score,3.0,0.7580122414628675,0.6219397797476477,8.0,0.6942442442442442,0.6953477868112015,0.7079631050705433,0.7085427135678392,,gw_stance_detection,\citet{luo_detecting_2020},Stance classification
33,environmental_claims,longformer,42,0.9054651826484018,f1_score,2.0,0.9400869044729931,0.865305107135939,8.996699669966997,0.8879814890431469,0.929745213327303,0.9264506332385628,0.9245283018867924,,environmental_claims,\citet{stammbach_environmental_2023},Claim detection
34,climateStance,longformer,42,0.5658032002824722,f1_score,3.0,0.6295865943843812,0.4941317508431843,6.0,0.546559917499338,0.5983232729711602,0.7845633417688739,0.7768361581920904,,climateStance,\citet{vaid-etal-2022-towards},Stance classification
35,climateFEVER_evidence_climabench,longformer,42,0.2627544277028813,f1_score,3.0,0.2709142709142709,0.2549094836570015,4.0,0.2168411867364746,0.3333333333333333,0.5127838373102043,0.650523560209424,,climateFEVER_evidence_climabench,\citet{diggelmann_climate-fever_2020},Stance classification
36,sciDCC,longformer,42,0.3976489284225014,f1_score,20.0,0.427316386730952,0.3713459533725997,8.999233716475096,0.404826597964385,0.4044449633524656,0.4935629765388098,0.4973913043478261,,sciDCC,\citet{mishra2021neuralnere},Climate Sub-thematic topic classification
37,ClimaINS,longformer,42,0.8473224289494036,f1_score,8.0,0.8642869981127147,0.8292354187549212,9.994910941475826,0.8447709671703731,0.8526772817432048,0.8526864170573656,0.8526315789473684,,ClimaINS,\citet{spokoyny2023answering},Question answering
38,lobbymap_stance,longformer,42,0.4671099733570811,f1_score,5.0,0.483423300568516,0.4496052714172521,8.0,0.4846609720598323,0.4616672697185107,0.4869795585445131,0.4876891130228419,,lobbymap_stance,\citet{morio2023an},Stance classification
39,lobbymap_pages,longformer,42,0.7128739950883969,f1_score,2.0,0.7210811981822127,0.7044475953001893,4.0,0.7328100693882368,0.7000931258513712,0.7921365765234714,0.7996814018319395,,lobbymap_pages,\citet{morio2023an},Stance classification
40,climatext_wiki,longformer,42,0.8392799742847958,f1_score,2.0,0.9040313125793992,0.759987493987494,7.998287671232877,0.9734042553191488,0.7727272727272727,0.9433301189328188,0.95,,climatext_wiki,\citet{varini_climatext_2020},Climate Topic Classification
41,climatext_10k,longformer,42,0.9700969827586208,f1_score,2.0,0.9903564115455008,0.9433605013657128,4.0,0.9812517231872072,0.9599472990777338,0.9795003786113698,0.9797297297297296,,climatext_10k,\citet{varini_climatext_2020},Climate Topic Classification
42,climatext_claim,longformer,42,0.6782424465733234,f1_score,2.0,0.7085801647015606,0.6464651148781808,4.0,0.8082124728063815,0.7048313253012048,0.6784298146772543,0.7054108216432866,,climatext_claim,\citet{varini_climatext_2020},Climate Topic Classification
43,esgbert_action500,tfidf + LogReg,42,0.8247619047619048,f1_score,2.0,0.930861059282112,0.7106918238993711,,0.8238636363636364,0.8288461538461538,0.8267494824016564,0.8260869565217391,,esgbert_action500,\citet{schimanski_bridging_2023},Claim characteristics
44,esgbert_action500,random,42,0.4436381228834058,f1_score,2.0,0.5852239657438615,0.299047619047619,,0.4434697855750487,0.4442307692307692,0.4546812225237164,0.4565217391304347,,esgbert_action500,\citet{schimanski_bridging_2023},Claim characteristics
45,esgbert_action500,majority,42,0.3611111111111111,f1_score,2.0,0.4177215189873417,0.2923076923076923,,0.2826086956521739,0.5,0.4082125603864734,0.5652173913043478,,esgbert_action500,\citet{schimanski_bridging_2023},Claim characteristics
46,green_claims,tfidf + LogReg,42,0.8607142857142858,f1_score,2.0,0.9327189823668992,0.7719298245614035,,0.8557353976073188,0.8671023965141612,0.8728021978021977,0.8717948717948718,,green_claims,\citet{vinicius_woloszyn_towards_2021},Claim detection
47,green_claims,random,42,0.4609250398724083,f1_score,2.0,0.5666826923076923,0.3485838779956427,,0.4625,0.4607843137254902,0.5055821371610845,0.5,,green_claims,\citet{vinicius_woloszyn_towards_2021},Claim detection
48,green_claims,majority,42,0.3953488372093023,f1_score,2.0,0.4306569343065693,0.35,,0.3269230769230769,0.5,0.5169946332737031,0.6538461538461539,,green_claims,\citet{vinicius_woloszyn_towards_2021},Claim detection
49,sustainable_signals_review,tfidf + LogReg,42,0.6576607387140903,f1_score,2.0,0.7658783783783782,0.5436780549427758,,0.6571428571428571,0.6590909090909091,0.6633769786984561,0.6623376623376623,,sustainable_signals_review,\citet{linSUSTAINABLESIGNALSijcai2023},Climate Topic Classification
50,sustainable_signals_review,random,42,0.3756756756756756,f1_score,2.0,0.4904123536399117,0.2696476964769648,,0.3807588075880759,0.3787878787878788,0.3791505791505791,0.3766233766233766,,sustainable_signals_review,\citet{linSUSTAINABLESIGNALSijcai2023},Climate Topic Classification
51,sustainable_signals_review,majority,42,0.3636363636363636,f1_score,2.0,0.4076923076923077,0.3185840707964602,,0.2857142857142857,0.5,0.4155844155844156,0.5714285714285714,,sustainable_signals_review,\citet{linSUSTAINABLESIGNALSijcai2023},Climate Topic Classification
52,climate_sentiment,tfidf + LogReg,42,0.6902517156477552,f1_score,3.0,0.7439872833511325,0.6335382894555904,,0.6806033888965421,0.7074374681770691,0.7201242363075593,0.71875,,climate_sentiment,\citet{bingler2023cheaptalkspecificitysentiment},Sentiment Analysis
53,climate_sentiment,random,42,0.3589973178948746,f1_score,3.0,0.4106320004402328,0.3055368936618936,,0.376260070419991,0.3907867271614438,0.37989716723089,0.36875,,climate_sentiment,\citet{bingler2023cheaptalkspecificitysentiment},Sentiment Analysis
54,climate_sentiment,majority,42,0.2249827467218771,f1_score,3.0,0.24,0.2078853046594982,,0.1697916666666666,0.3333333333333333,0.3438017598343685,0.509375,,climate_sentiment,\citet{bingler2023cheaptalkspecificitysentiment},Sentiment Analysis
55,logicClimate,tfidf + LogReg,42,0.1329344070234758,f1_score,13.0,0.180101378332646,0.0813034433746508,,0.2043766941956987,0.1075302902225979,0.1677379868515602,0.1247672253258845,,logicClimate,\citet{jin-etal-2022-logical},Deceptive technics
56,logicClimate,random,42,0.1334123589345163,f1_score,13.0,0.1531627100147954,0.113793526661678,,0.0851513197920732,0.5000656018189955,0.1939490822849894,0.139250042322668,,logicClimate,\citet{jin-etal-2022-logical},Deceptive technics
57,logicClimate,majority,42,0.0,f1_score,13.0,0.0,0.0,,0.0,0.0,0.0,0.0,,logicClimate,\citet{jin-etal-2022-logical},Deceptive technics
58,climate_detection,tfidf + LogReg,42,0.793400286944046,f1_score,2.0,0.8378056052474657,0.7433872878010265,,0.7676363636363637,0.859375,0.8538307030129124,0.8425,,climate_detection,\citet{bingler2023cheaptalkspecificitysentiment},Climate Topic Classification
59,climate_detection,random,42,0.4284570410917299,f1_score,2.0,0.4781730445516776,0.3795891314000321,,0.4779950488859993,0.465625,0.5339067170103057,0.4825,,climate_detection,\citet{bingler2023cheaptalkspecificitysentiment},Climate Topic Classification
60,climate_detection,majority,42,0.4444444444444445,f1_score,2.0,0.4557823129251701,0.4326241134751772,,0.4,0.5,0.7111111111111111,0.8,,climate_detection,\citet{bingler2023cheaptalkspecificitysentiment},Climate Topic Classification
61,esgbert_s,tfidf + LogReg,42,0.825647152528873,f1_score,2.0,0.8809468071270645,0.7680584443333757,,0.8300537634408602,0.8224264705882353,0.83320225180062,0.8341708542713567,,esgbert_s,\citet{schimanski_bridging_2023},ESG topic classification
62,esgbert_s,random,42,0.5435779816513762,f1_score,2.0,0.6075726896319691,0.4704346528084536,,0.5482323232323233,0.55015756302521,0.5521183901157163,0.5477386934673367,,esgbert_s,\citet{schimanski_bridging_2023},ESG topic classification
63,esgbert_s,majority,42,0.3742138364779874,f1_score,2.0,0.3987915407854985,0.3432343234323433,,0.2989949748743719,0.5,0.4475522265415126,0.5979899497487438,,esgbert_s,\citet{schimanski_bridging_2023},ESG topic classification
64,esgbert_category_nature,tfidf + LogReg,42,0.8292880258899676,f1_score,2.0,0.8767528901218398,0.7771650896892609,,0.8292880258899676,0.8292880258899676,0.8293838862559242,0.8293838862559242,,esgbert_category_nature,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
65,esgbert_category_nature,random,42,0.514745670995671,f1_score,2.0,0.5802649170487427,0.4496312286382443,,0.515562613430127,0.5154171161452714,0.5154541351223816,0.5165876777251185,,esgbert_category_nature,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
66,esgbert_category_nature,majority,42,0.3385579937304075,f1_score,2.0,0.3682634730538922,0.3081967213114754,,0.2559241706161137,0.5,0.3465806950036399,0.5118483412322274,,esgbert_category_nature,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
67,esgbert_category_forest,tfidf + LogReg,42,0.928514963297572,f1_score,2.0,0.9708033777520731,0.8741505482907381,,0.9422180801491148,0.9162280701754386,0.9567005012296584,0.957345971563981,,esgbert_category_forest,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
68,esgbert_category_forest,random,42,0.4141299876593994,f1_score,2.0,0.4717672219839599,0.3539111456955006,,0.4598731884057971,0.435233918128655,0.5434211731953578,0.4881516587677725,,esgbert_category_forest,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
69,esgbert_category_forest,majority,42,0.4476439790575916,f1_score,2.0,0.461734693877551,0.4312284184453996,,0.4052132701421801,0.5,0.7255651224535371,0.8104265402843602,,esgbert_category_forest,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
70,netzero_reduction,tfidf + LogReg,42,0.9484741215557834,f1_score,3.0,0.9705005653680454,0.9223619966298592,,0.9523284865641554,0.9454839606615324,0.9531739157856476,0.9534883720930232,,netzero_reduction,\citet{tobias_schimanski_climatebert-netzero_2023},Claim characteristics
71,netzero_reduction,random,42,0.2979235438843762,f1_score,3.0,0.348316738940609,0.248503071405271,,0.3038548436275709,0.3011451501093158,0.3073771071565042,0.3023255813953488,,netzero_reduction,\citet{tobias_schimanski_climatebert-netzero_2023},Claim characteristics
72,netzero_reduction,majority,42,0.2043010752688172,f1_score,3.0,0.2196448752664193,0.1878914405010438,,0.1472868217054263,0.3333333333333333,0.2708177044261065,0.4418604651162791,,netzero_reduction,\citet{tobias_schimanski_climatebert-netzero_2023},Claim characteristics
73,climateEng,tfidf + LogReg,42,0.584399907125971,f1_score,5.0,0.6679367472253602,0.4824981377752469,,0.5909950343773873,0.5967898212898213,0.6700714276174068,0.6666666666666666,,climateEng,\citet{vaid-etal-2022-towards},Climate Sub-thematic topic classification
74,climateEng,random,42,0.1324662874084031,f1_score,5.0,0.1621150543671413,0.1040411238186676,,0.1928606421135508,0.1488251748251748,0.2520004180544786,0.192090395480226,,climateEng,\citet{vaid-etal-2022-towards},Climate Sub-thematic topic classification
75,climateEng,majority,42,0.1480427046263345,f1_score,5.0,0.1558725740400023,0.1406474442988204,,0.1175141242937853,0.2,0.4349277198061805,0.5875706214689266,,climateEng,\citet{vaid-etal-2022-towards},Climate Sub-thematic topic classification
76,climateFEVER_evidence,tfidf + LogReg,42,0.4621356444852333,f1_score,3.0,0.5024031337534978,0.4222420351791238,,0.4597804225063147,0.492391656566987,0.5482751429835723,0.5285714285714286,,climateFEVER_evidence,\citet{diggelmann_climate-fever_2020},Stance classification
77,climateFEVER_evidence,random,42,0.2839979515119124,f1_score,3.0,0.3139957561827634,0.2524961165218464,,0.3175138284487717,0.3016436020454268,0.3726434831025129,0.3324675324675324,,climateFEVER_evidence,\citet{diggelmann_climate-fever_2020},Stance classification
78,climateFEVER_evidence,majority,42,0.2615101289134438,f1_score,3.0,0.2696571281258056,0.2533548040794417,,0.2151515151515151,0.3333333333333333,0.5063787041687594,0.6454545454545455,,climateFEVER_evidence,\citet{diggelmann_climate-fever_2020},Stance classification
79,contrarian_claims,tfidf + LogReg,42,0.62734482724461,f1_score,18.0,0.651105349206335,0.6011499491067342,,0.5476920615865132,0.7751510728006527,0.718419267085334,0.6948389331485971,,contrarian_claims,\citet{coanComputerassistedClassificationContrarian2021},Deceptive technics
80,contrarian_claims,random,42,0.0321703308472475,f1_score,18.0,0.0396508105733416,0.0255374479673473,,0.0521997196997391,0.0596332194713761,0.0766376258803437,0.0547280914444059,,contrarian_claims,\citet{coanComputerassistedClassificationContrarian2021},Deceptive technics
81,contrarian_claims,majority,42,0.0418884572963122,f1_score,18.0,0.042628114729199,0.0410872017576554,,0.0336181349343801,0.0555555555555555,0.4562606263040651,0.605126428818843,,contrarian_claims,\citet{coanComputerassistedClassificationContrarian2021},Deceptive technics
82,ClimaTOPIC,tfidf + LogReg,42,0.4660439459791792,f1_score,12.0,0.4782499942255405,0.453776772504918,,0.4369235767487099,0.6138455695851766,0.526203397359174,0.5137985191833072,,ClimaTOPIC,\citet{spokoyny2023answering},Climate Sub-thematic topic classification
83,ClimaTOPIC,random,42,0.0603578233533316,f1_score,12.0,0.0652788191066994,0.0556562392924039,,0.0763490313251798,0.0812034843835371,0.0927774444764106,0.0766210455463316,,ClimaTOPIC,\citet{spokoyny2023answering},Climate Sub-thematic topic classification
84,ClimaTOPIC,majority,42,0.0251880773259689,f1_score,12.0,0.0260986703764861,0.0242249920102269,,0.0148362126991249,0.0833333333333333,0.0538121768673718,0.1780345523894996,,ClimaTOPIC,\citet{spokoyny2023answering},Climate Sub-thematic topic classification
85,climaQA,tfidf + LogReg,42,0.5025351568132244,f1_score,2.0,0.512621966836303,0.4916351449626365,,0.5025447727065233,0.5025455739815712,0.502728850627791,0.50268971042692,,climaQA,\citet{spokoyny2023answering},Question answering
86,climaQA,random,42,0.5045863357422479,f1_score,2.0,0.516043774968999,0.4936119240518021,,0.5046594995038175,0.5046617522469813,0.5046953089841432,0.5046354583953302,,climaQA,\citet{spokoyny2023answering},Question answering
87,climaQA,majority,42,0.3283880390498885,f1_score,2.0,0.3332570207570207,0.3240205954297669,,0.2444775094426004,0.5,0.3211339596706247,0.4889550188852009,,climaQA,\citet{spokoyny2023answering},Question answering
88,climateBUG_data,tfidf + LogReg,42,0.8635710903492325,f1_score,2.0,0.8676176386336124,0.8595532747800922,,0.8619493859491745,0.866759442854331,0.86566601760304,0.8652215902993884,,climateBUG_data,\citet{yu_climatebug_2024},Climate Topic Classification
89,climateBUG_data,random,42,0.4958525705302707,f1_score,2.0,0.501330510081376,0.4899543820307158,,0.4983525791307877,0.4983198349852192,0.5007214771494478,0.4982651929749258,,climateBUG_data,\citet{yu_climatebug_2024},Climate Topic Classification
90,climateBUG_data,majority,42,0.3629776471392439,f1_score,2.0,0.3653636611277581,0.3606171301331461,,0.2849018134993025,0.5,0.4136519597187221,0.569803626998605,,climateBUG_data,\citet{yu_climatebug_2024},Climate Topic Classification
91,climatext,tfidf + LogReg,42,0.8037992128478708,f1_score,2.0,0.8171238329411461,0.7918424349523162,,0.8063838532275387,0.8043662353120162,0.8037489264928648,0.8040719196192491,,climatext,\citet{varini_climatext_2020},Climate Topic Classification
92,climatext,random,42,0.4928596437456374,f1_score,2.0,0.5078858502693444,0.4777142582684317,,0.4928735466319447,0.4928733074699528,0.4928651748228444,0.4928609201480698,,climatext,\citet{varini_climatext_2020},Climate Topic Classification
93,climatext,majority,42,0.3318021201413427,f1_score,2.0,0.3382327209098862,0.3245192195105018,,0.248281332628239,0.5,0.3295210902302705,0.4965626652564781,,climatext,\citet{varini_climatext_2020},Climate Topic Classification
94,green_claims_3,tfidf + LogReg,42,0.7028014131462408,f1_score,3.0,0.8196695783576587,0.5650048827421194,,0.7186948853615519,0.6905228758169933,0.8011666494425115,0.8076923076923077,,green_claims_3,\citet{vinicius_woloszyn_towards_2021},Claim characteristics
95,green_claims_3,random,42,0.371653950601319,f1_score,3.0,0.4605725968131983,0.2634880054993671,,0.4184782608695652,0.4222222222222222,0.4194809457967353,0.3846153846153846,,green_claims_3,\citet{vinicius_woloszyn_towards_2021},Claim characteristics
96,green_claims_3,majority,42,0.2635658914728682,f1_score,3.0,0.2871046228710462,0.2333333333333333,,0.2179487179487179,0.3333333333333333,0.5169946332737031,0.6538461538461539,,green_claims_3,\citet{vinicius_woloszyn_towards_2021},Claim characteristics
97,climate_specificity,tfidf + LogReg,42,0.7237908048128621,f1_score,2.0,0.7747697773710015,0.6761387529230924,,0.7258348716227555,0.7221534398085098,0.739559544608409,0.740625,,climate_specificity,\citet{bingler2023cheaptalkspecificitysentiment},Claim characteristics
98,climate_specificity,random,42,0.4894499621076144,f1_score,2.0,0.5427598577204876,0.4357790881239275,,0.4934754496649555,0.4931286368701251,0.5064217621953653,0.5,,climate_specificity,\citet{bingler2023cheaptalkspecificitysentiment},Claim characteristics
99,climate_specificity,majority,42,0.3810444874274661,f1_score,2.0,0.3996528729332237,0.3586852419698835,,0.3078125,0.5,0.4691610251450676,0.615625,,climate_specificity,\citet{bingler2023cheaptalkspecificitysentiment},Claim characteristics
100,climate_commitments_actions,tfidf + LogReg,42,0.7274633123689727,f1_score,2.0,0.7824198446644199,0.673654979645283,,0.7205907031381105,0.7416804559661703,0.7617859014675051,0.75625,,climate_commitments_actions,\citet{bingler2023cheaptalkspecificitysentiment},Claim characteristics
101,climate_commitments_actions,random,42,0.4849572861210845,f1_score,2.0,0.5393863440538972,0.4294216840719274,,0.4979572595851665,0.4976098547527119,0.531109941810078,0.5125,,climate_commitments_actions,\citet{bingler2023cheaptalkspecificitysentiment},Claim characteristics
102,climate_commitments_actions,majority,42,0.4095940959409593,f1_score,2.0,0.4265232974910394,0.3916349809885932,,0.346875,0.5,0.5683118081180811,0.69375,,climate_commitments_actions,\citet{bingler2023cheaptalkspecificitysentiment},Claim characteristics
103,climate_tcfd_recommendations,tfidf + LogReg,42,0.5645405403815452,f1_score,5.0,0.6191983839309595,0.5078001469871012,,0.5508189875643944,0.6196826083029854,0.6079917934599169,0.605,,climate_tcfd_recommendations,\citet{bingler2023cheaptalkspecificitysentiment},Disclosure (TCFD) classification
104,climate_tcfd_recommendations,random,42,0.1648035226718459,f1_score,5.0,0.2027138893151735,0.1288121950131682,,0.193761731196473,0.1909844355547764,0.2129901720731548,0.19,,climate_tcfd_recommendations,\citet{bingler2023cheaptalkspecificitysentiment},Disclosure (TCFD) classification
105,climate_tcfd_recommendations,majority,42,0.1319932998324958,f1_score,5.0,0.1406807131280389,0.1231833910034602,,0.0985,0.2,0.3250335008375209,0.4925,,climate_tcfd_recommendations,\citet{bingler2023cheaptalkspecificitysentiment},Disclosure (TCFD) classification
106,climateFEVER_claim,tfidf + LogReg,42,0.3499847716509053,f1_score,4.0,0.4301852217386118,0.2637068069326134,,0.3555035186837149,0.3513896276595745,0.4045317362802593,0.4013157894736842,,climateFEVER_claim,\citet{diggelmann_climate-fever_2020},Stance classification
107,climateFEVER_claim,random,42,0.1544993533455857,f1_score,4.0,0.2072992037029165,0.1036098538650024,,0.1699092316352378,0.1538098404255319,0.1951675270812659,0.1776315789473684,,climateFEVER_claim,\citet{diggelmann_climate-fever_2020},Stance classification
108,climateFEVER_claim,majority,42,0.1481481481481481,f1_score,4.0,0.1666666666666666,0.1274509803921568,,0.1052631578947368,0.25,0.2495126705653021,0.4210526315789473,,climateFEVER_claim,\citet{diggelmann_climate-fever_2020},Stance classification
109,esgbert_e,tfidf + LogReg,42,0.8806132184097115,f1_score,2.0,0.928363115311538,0.8249519982154148,,0.896294777139732,0.868765903307888,0.898736734663296,0.900523560209424,,esgbert_e,\citet{schimanski_bridging_2023},ESG topic classification
110,esgbert_e,random,42,0.425743135920127,f1_score,2.0,0.4930725580248662,0.351265337669586,,0.4459978070175439,0.4373409669211195,0.4648601641605394,0.4450261780104712,,esgbert_e,\citet{schimanski_bridging_2023},ESG topic classification
111,esgbert_e,majority,42,0.406832298136646,f1_score,2.0,0.4298507462686567,0.3838709677419355,,0.3429319371727748,0.5,0.5580631524178077,0.6858638743455497,,esgbert_e,\citet{schimanski_bridging_2023},ESG topic classification
112,esgbert_g,tfidf + LogReg,42,0.802242609582059,f1_score,2.0,0.8612254124346975,0.7345699090548213,,0.7920892494929006,0.8159193747429041,0.8433325977069474,0.8402061855670103,,esgbert_g,\citet{schimanski_bridging_2023},ESG topic classification
113,esgbert_g,random,42,0.5347721822541966,f1_score,2.0,0.6061252108614028,0.463594470046083,,0.5506003430531733,0.5647195941313589,0.5973200820786669,0.5721649484536082,,esgbert_g,\citet{schimanski_bridging_2023},ESG topic classification
114,esgbert_g,majority,42,0.4243323442136498,f1_score,2.0,0.4425287356321839,0.4049079754601227,,0.3685567010309278,0.5,0.6255621156964116,0.7371134020618557,,esgbert_g,\citet{schimanski_bridging_2023},ESG topic classification
115,esgbert_category_water,tfidf + LogReg,42,0.8460358056265984,f1_score,2.0,0.9079267878128878,0.7751157690810867,,0.8969584109248914,0.8144824194738136,0.8966966038184737,0.9023255813953488,,esgbert_category_water,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
116,esgbert_category_water,random,42,0.4267478351147921,f1_score,2.0,0.4953593345542056,0.3656897205709041,,0.4655232155232155,0.4510695844602901,0.5167071905302014,0.4744186046511628,,esgbert_category_water,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
117,esgbert_category_water,majority,42,0.4356955380577427,f1_score,2.0,0.4529262086513995,0.4173045908448215,,0.386046511627907,0.5,0.6727949703961423,0.772093023255814,,esgbert_category_water,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
118,esgbert_category_biodiversity,tfidf + LogReg,42,0.9125816993464052,f1_score,2.0,0.962277454609554,0.8525335936839232,,0.9338942307692308,0.8943508114856429,0.9521562519088632,0.9532710280373832,,esgbert_category_biodiversity,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
119,esgbert_category_biodiversity,random,42,0.4112934362934363,f1_score,2.0,0.4765517755887526,0.3495385792327282,,0.4827556022408963,0.4692571785268414,0.5317702883123444,0.4672897196261682,,esgbert_category_biodiversity,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
120,esgbert_category_biodiversity,majority,42,0.4540816326530612,f1_score,2.0,0.4676947150105551,0.4383202099737533,,0.4158878504672897,0.5,0.7553881365630364,0.8317757009345794,,esgbert_category_biodiversity,\citet{Schimanski2024nature},Climate Sub-thematic topic classification
121,gw_stance_detection,tfidf + LogReg,42,0.5923615353164151,f1_score,3.0,0.6616019882797884,0.5151653220106236,,0.5856996236743073,0.6056659640670481,0.5994160883142788,0.5979899497487438,,gw_stance_detection,\citet{luo_detecting_2020},Stance classification
122,gw_stance_detection,random,42,0.2952138681151936,f1_score,3.0,0.3601420172446083,0.2304865918730112,,0.2978970028150355,0.3074375188196326,0.3061037067594153,0.3015075376884422,,gw_stance_detection,\citet{luo_detecting_2020},Stance classification
123,gw_stance_detection,majority,42,0.1945432977461447,f1_score,3.0,0.2169871354405252,0.1697410661485174,,0.1373534338358459,0.3333333333333333,0.2404907097766412,0.4120603015075377,,gw_stance_detection,\citet{luo_detecting_2020},Stance classification
124,environmental_claims,tfidf + LogReg,42,0.805416574170523,f1_score,2.0,0.8553944898222752,0.7477846079600394,,0.7880952380952381,0.842039800995025,0.844618657597158,0.8377358490566038,,environmental_claims,\citet{stammbach_environmental_2023},Claim detection
125,environmental_claims,random,42,0.4282632146709817,f1_score,2.0,0.4840168460083943,0.374004439598821,,0.4686536485097636,0.4586160108548168,0.4911888624290163,0.4566037735849056,,environmental_claims,\citet{stammbach_environmental_2023},Claim detection
126,environmental_claims,majority,42,0.427645788336933,f1_score,2.0,0.4444444444444445,0.4084490602029402,,0.3735849056603773,0.5,0.6390480459676434,0.7471698113207547,,environmental_claims,\citet{stammbach_environmental_2023},Claim detection
127,climateStance,tfidf + LogReg,42,0.4961069573539178,f1_score,3.0,0.559053974605496,0.4293589142165958,,0.4902522402522403,0.50439302481556,0.7406750012721696,0.731638418079096,,climateStance,\citet{vaid-etal-2022-towards},Stance classification
128,climateStance,random,42,0.2132435223945935,f1_score,3.0,0.2513442635166248,0.1765652914046113,,0.3004892966360856,0.2593226022803487,0.3603563343799895,0.2824858757062147,,climateStance,\citet{vaid-etal-2022-towards},Stance classification
129,climateStance,majority,42,0.296760710553814,f1_score,3.0,0.30527159990821,0.2884463616907437,,0.2674199623352166,0.3333333333333333,0.7142376423498575,0.8022598870056498,,climateStance,\citet{vaid-etal-2022-towards},Stance classification
130,climateFEVER_evidence_climabench,tfidf + LogReg,42,0.570120970772045,f1_score,3.0,0.606867923690804,0.526008922048371,,0.5503408806990132,0.6247323890620473,0.6456124624585077,0.6308900523560209,,climateFEVER_evidence_climabench,\citet{diggelmann_climate-fever_2020},Stance classification
131,climateFEVER_evidence_climabench,random,42,0.3042432923788691,f1_score,3.0,0.3346623823121615,0.27372262343941,,0.3389387255627596,0.3387724075470097,0.394984201804169,0.3534031413612565,,climateFEVER_evidence_climabench,\citet{diggelmann_climate-fever_2020},Stance classification
132,climateFEVER_evidence_climabench,majority,42,0.2627544277028813,f1_score,3.0,0.2712215320910973,0.2549178119105362,,0.2168411867364746,0.3333333333333333,0.5127838373102043,0.650523560209424,,climateFEVER_evidence_climabench,\citet{diggelmann_climate-fever_2020},Stance classification
